id,epoch,style_id,century,style,type_id,type,name,description,author
5773,30.10 - Siglos XVI y XVII. Barroco 17.40.10 - Escuela holandesa. Retratos,30.1,Siglos XVI y XVII,Barroco,17.40.10,Escuela holandesa. Retratos,Autorretrato,1660. Óleo sobre lienzo. The Metropolitan Museum of Art. New York. USA.,Harmennsz van Rijn Rembrandt
5774,30.10 - Siglos XVI y XVII. Barroco 17.40.10 - Escuela holandesa. Retratos,30.1,Siglos XVI y XVII,Barroco,17.40.10,Escuela holandesa. Retratos,Autorretrato,c. 1659. Óleo sobre lienzo. 30.7 x 24.3 cm. Musée Granet Aix-en-Provence. Francia.,Harmennsz van Rijn Rembrandt
5775,30.10 - Siglos XVI y XVII. Barroco 17.40.10 - Escuela holandesa. Retratos,30.1,Siglos XVI y XVII,Barroco,17.40.10,Escuela holandesa. Retratos,Juno,"1662-1665. Óleo sobre lienzo. 127 x 107,5 cm. Colección Privada.",Harmennsz van Rijn Rembrandt
5777,30.10 - Siglos XVI y XVII. Barroco 17.40.10 - Escuela holandesa. Retratos,30.1,Siglos XVI y XVII,Barroco,17.40.10,Escuela holandesa. Retratos,Homero,1663. Óleo sobre lienzo. 108 x 82.4 cm. Mauritshuis. La Haya. Holanda.,Harmennsz van Rijn Rembrandt
5778,30.10 - Siglos XVI y XVII. Barroco 17.40.20 - Escuela holandesa. Religión,30.1,Siglos XVI y XVII,Barroco,17.40.20,Escuela holandesa. Religión,David y Urias,1665. Óleo sobre lienzo. Museo del Hermitage. San Petersburgo. Rusia.,Harmennsz van Rijn Rembrandt
5779,30.10 - Siglos XVI y XVII. Barroco 17.40.10 - Escuela holandesa. Retratos,30.1,Siglos XVI y XVII,Barroco,17.40.10,Escuela holandesa. Retratos,Retrato de un anciano,1664-1665. Óleo sobre lienzo. 104 x 86 cm. Galería de los Uffizi. Florencia. Italia.,Harmennsz van Rijn Rembrandt
5780,30.10 - Siglos XVI y XVII. Barroco 17.40.50 - Escuela holandesa. Costumbres e Historia,30.1,Siglos XVI y XVII,Barroco,17.40.50,Escuela holandesa. Costumbres e Historia,Lucrecia,1666. Óleo sobre lienzo. Minneapolis Institute of Arts. Minneapolis. USA.,Harmennsz van Rijn Rembrandt
5781,30.10 - Siglos XVI y XVII. Barroco 17.40.10 - Escuela holandesa. Retratos,30.1,Siglos XVI y XVII,Barroco,17.40.10,Escuela holandesa. Retratos,Retrato de hombre,1668. Óleo sobre lienzo. The Metropolitan Museum of Art. New York. USA.,Harmennsz van Rijn Rembrandt
6534,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,Autorretrato,1628. Óleo sobre lienzo. 78 x 61 cm. Galería de los Uffizi. Florencia. Italia.,Pedro Pablo Rubens
6537,30.10 - Siglos XVI y XVII. Barroco 17.40.50 - Escuela holandesa. Costumbres e Historia,30.1,Siglos XVI y XVII,Barroco,17.40.50,Escuela holandesa. Costumbres e Historia,Mujer sentada ante clavicémbalo,1673-1675. Óleo sobre lienzo. The National Gallery. Londres. Inglaterra.,Jan Vermeer de Delft
6538,30.10 - Siglos XVI y XVII. Barroco 17.40.50 - Escuela holandesa. Costumbres e Historia,30.1,Siglos XVI y XVII,Barroco,17.40.50,Escuela holandesa. Costumbres e Historia,Lady Standing at the Virginals,1673-1675. Óleo sobre lienzo. The National Gallery. Londres. Inglaterra.,Jan Vermeer de Delft
6556,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Fray Hernando de Santiago,"Óleo sobre lienzo. Procedente del Convento de la Merced Descalza de Sevilla, de donde pasó a la colección de D. Manuel Godoy.",Francisco de Zurbarán
6557,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Fray Alonso de Sotomayor,Óleo sobre lienzo. La identificación del personaje no es segura.,Taller de Zurbarán
6558,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Fray Jerónimo Pérez,"Óleo sobre lienzo. 204 x 122 cm. Procedente del Convento de la Merced Descalza de Sevilla, de donde pasó a la colección de D. Manuel Godoy.",Francisco de Zurbarán
6559,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Fray Pedro Machado,"Óleo sobre lienzo. Procedente del Convento de la Merced Descalza de Sevilla, de donde pasó a la colección de D. Manuel Godoy.",Francisco de Zurbarán
6562,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Asunción de la Magdalena,"1636. Óleo sobre lienzo. 256 x 193 cm. Firmado y fechado en Procedente del Real Monasterio de San Lorenzo de El Escorial. Está en el Real Academia de Bellas Artes de San Fernando. Madrid. España al menos, desde 1818.",José de Ribera
6564,30.10 - Siglos XVI y XVII. Barroco 17.10.30 - Escuela española. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.10.30,Escuela española. Mitología y Alegorías,El sueño del caballero o Desengaño de la vida,1645-1650. Óleo sobre lienzo. Ingresó en la Academia como parte de la colección de D. Manuel Godoy.,Antonio de Pereda
6566,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,Sir Endimion Porter y Van Dyck,1632-1641. Óleo sobre lienzo ovalado. 119 x 144 cm. Museo del Prado. Madrid. España.,Antón van Dyck
6572,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,Susana y los Viejos,1608. Óleo sobre tabla. Adquirido por la Academia en la Almoneda del Príncipe Pío de Saboya.,Pedro Pablo Rubens
6578,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,Lucha de San Jorge con el dragón,1606-1610. Óleo sobre lienzo. 304 x 256 cm. Museo del Prado. Madrid. España.,Pedro Pablo Rubens
6581,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La fundación de Santa María Maggiore de Roma,"También conocido como""El patricio revela su sueño al Papa"""". 1662-1665. Oleo sobre lienzo. 232 x 522 cm. Museo del Prado. Madrid. España.",Bartolomé Esteban Murillo
6593,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Fray Francisco Zumel,"Óleo sobre lienzo. 193 x 122 cm. Procedente del Convento de la Merced Descalza de Sevilla, de donde pasó a la colección de D. Manuel Godoy.",Francisco de Zurbarán
6619,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,La lamentación,1605. Óleo sobre cobre.,Pedro Pablo Rubens
6620,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,Marquesa Brigida Spinola Doria,1606. Óleo sobre lienzo. Colección Samuel H. Kress. The National Gallery of Art. Washington. USA.,Pedro Pablo Rubens
6621,30.10 - Siglos XVI y XVII. Barroco 17.20.10 - Escuela flamenca. Retratos,30.1,Siglos XVI y XVII,Barroco,17.20.10,Escuela flamenca. Retratos,Tiberio y Agripina,"1614. Óleo sobre tabla. 66,6 x 57,1 cm. Fundación Andrew W. Mellon. The National Gallery of Art. Washington. USA.",Pedro Pablo Rubens
6622,30.10 - Siglos XVI y XVII. Barroco 17.20.68 - Escuela flamenca. Historia,30.1,Siglos XVI y XVII,Barroco,17.20.68,Escuela flamenca. Historia,Decius Mus dirigiéndose a las legiones,1617. Óleo sobre tabla. Colección de Samuel H. Kress. The National Gallery of Art. Washington. USA.,Pedro Pablo Rubens
6623,30.10 - Siglos XVI y XVII. Barroco 17.20.20 - Escuela flamenca. Religión,30.1,Siglos XVI y XVII,Barroco,17.20.20,Escuela flamenca. Religión,La Asunción de la Virgen,"1626. Óleo sobre tabla. 125,4 x 94,2 cm. Colección de Samuel H. Kress. The National Gallery of Art. Washington. USA.",Pedro Pablo Rubens
6644,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Adoración de los Magos,1611-1613. Óleo sobre lienzo. 315 x 174 cm. Museo del Prado. Madrid. España.,Fray Juan Bautista Maíno
6645,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Adoración de los Pastores,1611-1613. Óleo sobre lienzo. 315 x 174 cm. Museo del Prado. Madrid. España.,Fray Juan Bautista Maíno
6646,30.10 - Siglos XVI y XVII. Barroco 17.10.60 - Escuela española. Costumbres e Historia,30.1,Siglos XVI y XVII,Barroco,17.10.60,Escuela española. Costumbres e Historia,Recuperación del Bahía del Brasil,1634-1635. Óleo sobre lienzo. 309 x 381 cm. Museo del Prado. Madrid. España.,Fray Juan Bautista Maíno
6647,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Retrato de un joven,1650. Óleo sobre lienzo. 595 x .478 m. Andrew W. Mellon Collection.,Diego Rodríguez de Silva y Velázquez
6648,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,"El Bufón""Barbarroja"""" D. Cristobal de Castañeda y Pernia",1634. Óleo sobre lienzo. 198 x 121 cm. Museo del Prado. Madrid. España.,Diego Rodríguez de Silva y Velázquez
6649,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,El cardinal-infante Don Fernando de Austria. Cazador,1632-1636. Óleo sobre lienzo. 191 x 107 cm. Museo del Prado. Madrid. España.,Diego Rodríguez de Silva y Velázquez
6650,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Enano con perro,1650. Óleo sobre lienzo. 142 x 107 cm. Museo del Prado. Madrid. España.,Diego Rodríguez de Silva y Velázquez
6651,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,"Doña Maria de Austria, reina de Hungía",1630. Óleo sobre lienzo. 58 x 44 cm. Museo del Prado. Madrid. España.,Diego Rodríguez de Silva y Velázquez
6653,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Menipo,1636-1640. Oleo sobre lienzo. 179 x 94 cm. Museo del Prado. Madrid. España.,Diego Rodríguez de Silva y Velázquez
6654,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Doña Antonia de Ipeñarrieta y Galdós y su hijo Luis,1631-1632. Óleo sobre lienzo. 205 x 115 cm. Museo del Prado. Madrid. España.,Diego Rodríguez de Silva y Velázquez
6655,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Una sibila,1630-1632. Oleo sobre lienzo. 62 x 50 cm. Museo del Prado. Madrid. España.,Diego Rodríguez de Silva y Velázquez
6677,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,El Martirio de San Bartolomé,1634. Óleo sobre lienzo. 104 x 113 cm. The National Gallery of Art. Washington. USA.,José de Ribera
6685,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Santa Lucia,1625-1630. Óleo sobre lienzo. Colección Chester Dale.,Francisco de Zurbarán
6686,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,San Jerónimo con Santa Paula y San Eustaquio,1640-1650. Óleo sobre lienzo. 2.457 x 1.735 m. The National Gallery of Art. Washington. USA.,Francisco de Zurbarán
6687,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Santa Casilda,"Identificada tradicionalmente como""Santa Isabel de Portugal"""". 1630-1635. Óleo sobre lienzo. 184 x 90 cm. Museo del Prado. Madrid. España.",Francisco de Zurbarán
6688,30.10 - Siglos XVI y XVII. Barroco 17.10.60 - Escuela española. Costumbres e Historia,30.1,Siglos XVI y XVII,Barroco,17.10.60,Escuela española. Costumbres e Historia,Defensa de Cádiz contra los ingleses,1634. Óleo sobre lienzo. 302 x 323 cm. Museo del Prado. Madrid. España.,Francisco de Zurbarán
6689,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Descanso en la huída a Egipto,"1659. Óleo sobre lienzo. 121,5 x 97 cm. Museo de Bellas Artes de Budapest. Budapest. Hungría.",Francisco de Zurbarán
6690,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Inmaculada Concepción,"1661. Óleo sobre lienzo. 136,5 x 102,5 cm. Museo de Bellas Artes de Budapest. Budapest. Hungría.",Francisco de Zurbarán
6691,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Virgen con niño,1658. Óleo sobre lienzo. 101 x 78 cm. Museo Pushkin de Bellas Artes de Moscú. Moscú. Rusia.,Francisco de Zurbarán
6692,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Santa Margarita,1631. Óleo sobre lienzo. 194 x 112 cm. The National Gallery. Londres. Inglaterra.,Francisco de Zurbarán
6693,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La casa de Nazaret,1645. Óleo sobre lienzo. Museo de Arte de Cleveland. Ohio. USA.,Francisco de Zurbarán
6694,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Visión de San Pedro Nolasco,1629. Óleo sobre lienzo. 179 x 223 cm. Museo del Prado. Madrid. España.,Francisco de Zurbarán
6695,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Retrato del duque de Medinaceli,Óleo sobre lienzo. Hospital de Tavera de Toledo. Toledo. España.,Francisco de Zurbarán
6696,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,San Francisco,1660. Óleo sobre lienzo. 65 x 53 cm. Alte Pinakothek. Munich. Alemania.,Francisco de Zurbarán
6697,30.10 - Siglos XVI y XVII. Barroco 17.10.50 - Escuela española. Bodegones y Flores,30.1,Siglos XVI y XVII,Barroco,17.10.50,Escuela española. Bodegones y Flores,"Bodegón con limones, naranjas y rosas",1633. Óleo sobre lienzo. 60 x 107 cm. Museo Norton Simon. Pasadena. California. USA.,Francisco de Zurbarán
6698,30.10 - Siglos XVI y XVII. Barroco 17.10.30 - Escuela española. Mitología y Alegorías,30.1,Siglos XVI y XVII,Barroco,17.10.30,Escuela española. Mitología y Alegorías,Alegoria,"1654. Óleo sobre lienzo. 139,5 x 174 cm. Kunsthistorisches Museum. Viena. Austria.",Antonio de Pereda
6699,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,San Antonio de Padua con Cristo Niño,Óleo sobre lienzo. 177 x 205 cm. Museo de Bellas Artes de Budapest. Budapest. Hungría.,Antonio de Pereda
6700,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,San Jerónimo,1643. Óleo sobre lienzo. 105 x 84 cm. Museo del Prado. Madrid. España.,Antonio de Pereda
6701,30.10 - Siglos XVI y XVII. Barroco 17.10.50 - Escuela española. Bodegones y Flores,30.1,Siglos XVI y XVII,Barroco,17.10.50,Escuela española. Bodegones y Flores,Bodegón con reloj,1652. Óleo sobre lienzo. 78 x 91 cm. Museo Pushkin de Bellas Artes de Moscú. Moscú. Rusia.,Antonio de Pereda
6702,30.10 - Siglos XVI y XVII. Barroco 17.10.60 - Escuela española. Costumbres e Historia,30.1,Siglos XVI y XVII,Barroco,17.10.60,Escuela española. Costumbres e Historia,El Socorro de Génova por el segundo marqués de Santa Cruz,1634-1635. Oleo sobre lienzo. 290 x 370 cm. Museo del Prado. Madrid. España.,Antonio de Pereda
6703,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,The Holy Trinity,"Óleo sobre lienzo. 143 x 230,5 cm. Museo de Bellas Artes de Budapest. Budapest. Hungría.",Antonio de Pereda
6704,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Adoración de los Pastores,1650-1655. Óleo sobre lienzo. 187 x 223 cm. Museo del Prado. Madrid. España.,Bartolomé Esteban Murillo
6706,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Muchacho con un perro,1650s. Óleo sobre lienzo. 74 x 60 cm. Museo del Hermitage. San Petersburgo. Rusia.,Bartolomé Esteban Murillo
6707,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La huída a Egipto,"1655-1660. Óleo sobre lienzo. 155,5 x 125 cm. Museo de Bellas Artes de Budapest. Budapest. Hungría.",Bartolomé Esteban Murillo
6708,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Sagrada familia con San Juan Niño,1655-1660. Óleo sobre lienzo. 156 x 126 cm. Museo de Bellas Artes de Budapest. Budapest. Hungria.,Bartolomé Esteban Murillo
6709,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,La muchacha de la moneda (La muchacha de Galicia),1645-1650. Óleo sobre lienzo. 63 x 43 cm. Museo del Prado. Madrid. España.,Bartolomé Esteban Murillo
6710,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Sagrada Familia,1660. Óleo sobre lienzo. 186 x 155 cm. Basílica de San Esteban. Budapest. Hungria.,Bartolomé Esteban Murillo
6711,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Virgen del Rosario,1650-1655. Óleo sobre lienzo. 164 x 110 cm. Museo del Prado. Madrid. España.,Bartolomé Esteban Murillo
6712,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Autorretrato,1672-1675. Óleo sobre lienzo. 122 x 107 cm. The National Gallery. Londres. Inglaterra.,Bartolomé Esteban Murillo
6713,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Santo Tomás de Villanueva dando limosna,Óleo sobre lienzo. Alte Pinakothek. Munich. Alemania.,Bartolomé Esteban Murillo
6714,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Asunción de la Virgen,"1670. Óleo sobre lienzo. 195,6 x 145 cm. Museo del Hermitage. San Petersburgo. Rusia.",Bartolomé Esteban Murillo
6715,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,El niño Jesús repartiendo pan a los peregrinos,1678. Óleo sobre lienzo. 219 x 182 cm. Museo de Bellas Artes de Budapest. Budapest. Hungria.,Bartolomé Esteban Murillo
6717,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Los niños de la Concha,1670. Óleo sobre lienzo. 104 x 124 cm. Museo del Prado. Madrid. España.,Bartolomé Esteban Murillo
6718,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Inmaculada,Óleo sobre lienzo. 96 x 64 cm. Museo del Prado. Madrid. España.,Bartolomé Esteban Murillo
6720,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Virgen y Niño,1670. Óleo sobre lienzo.166 x 115 cm. Gemäldegalerie de Dresde. Dresde. Alemania.,Bartolomé Esteban Murillo
6721,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,El Martirio de San Andrés,1675-1682. Óleo sobre lienzo. 123 x 162 cm. Museo del Prado. Madrid. España.,Bartolomé Esteban Murillo
6722,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,Virgen de la Faja,"1675. Óleo sobre lienzo. 137 x 104,5 cm. Museo de Bellas Artes de Cádiz. Cádiz. España.",Bartolomé Esteban Murillo
6723,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Caballero de golilla,1670. Óleo sobre lienzo. 198 x 127 cm. Museo del Prado. Madrid. España.,Bartolomé Esteban Murillo
6724,30.10 - Siglos XVI y XVII. Barroco 17.10.60 - Escuela española. Costumbres e Historia,30.1,Siglos XVI y XVII,Barroco,17.10.60,Escuela española. Costumbres e Historia,Joven frutera,"1670-1675. Óleo sobre lienzo. 145,5 x 113 cm. Alte Pinakothek. Munich. Alemania.",Bartolomé Esteban Murillo
6725,30.10 - Siglos XVI y XVII. Barroco 17.10.60 - Escuela española. Costumbres e Historia,30.1,Siglos XVI y XVII,Barroco,17.10.60,Escuela española. Costumbres e Historia,Vieja despiojando a un niño,1670-1675. Óleo sobre lienzo. 147 x 113 cm. Alte Pinakothek. Munich. Alemania.,Bartolomé Esteban Murillo
6794,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,San Andrés,Aprox. 1630. Óleo sobre lienzo. 123 x 95 cm. Museo del Prado. Madrid. España.,José de Ribera
6795,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,Filósofo sonriente,1630. Óleo sobre lienzo. 125 x 81 cm. Museo del Prado. Madrid. España.,José de Ribera
6796,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,El patizambo,"Tambié conocido como:""El lisiado""""1642. Óleo sobre lienzo. 164 x 92 cm. Museo del Louvre. París. Francia.",José de Ribera
6797,30.10 - Siglos XVI y XVII. Barroco 17.10.10 - Escuela española. Retratos,30.1,Siglos XVI y XVII,Barroco,17.10.10,Escuela española. Retratos,La mujer Barbuda,Maddalena Venturi con su marido. 1631. 196 x 127 cm. Óleo sobre lienzo. Palacio Lerma. Toledo. España. Fundación Casa Ducal de Medinaceli.,José de Ribera
6799,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,San Cristóbal,1637. Óleo sobre lienzo. 127 x 100 cm. Museo del Prado. Madrid. España.,José de Ribera
6800,30.10 - Siglos XVI y XVII. Barroco 17.10.70 - Escuela española. Varios,30.1,Siglos XVI y XVII,Barroco,17.10.70,Escuela española. Varios,Combate de mujeres,1636. Óleo sobre lienzo. 235 x 212 cm. Museo del Prado. Madrid. España.,José de Ribera
6801,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Sagrada familia,1639. Óleo sobre lienzo. 253 x 196 cm. Museo de la Santa Cruz de Toledo. Toledo. España.,José de Ribera
6802,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Sagrada familia con Santa Catalina,1648. Óleo sobre lienzo. 209 x 154 cm. The Metropolitan Museum of Art. New York. USA.,José de Ribera
6803,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,El Sueño de Jacob,1639. Óleo sobre lienzo. 179 x 233 cm. Museo del Prado. Madrid. España.,José de Ribera
6804,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,La Magdalena Santa Tais,1640-1641.Óleo sobre lienzo. 181 x 195 cm. Museo del Prado. Madrid. España.,José de Ribera
6805,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,El Martirio de San Andrés,1628. Óleo sobre lienzo. 285 x 183 cm. Museo de Bellas Artes de Budapest. Budapest. Hungría.,José de Ribera
6806,30.10 - Siglos XVI y XVII. Barroco 17.10.20 - Escuela española. Religión,30.1,Siglos XVI y XVII,Barroco,17.10.20,Escuela española. Religión,San Onofre,1637. Óleo sobre lienzo. 130 x 104 cm. Museo del Hermitage. San Petersburgo. Rusia.,José de Ribera
